words,character
"I'll let you know when I have the results. And from now on, it would be better if I handled the instruments without your help. ",MCCOY
This is no time for a vendetta. Maintain your post. ,KIRK
About as much as a mother learns from a six month old infant. ,SPOCK
"My First Officer, Commander Spock. ",KIRK
"Yes, well, I don't usually go around beating up beautiful women. ",KIRK
"Captain, there are some things which transcend even the discipline of the service. ",SPOCK
Captain. ,MCCOY
report to Mister Spock for assignment.,KIRK
Andromeda? Why? ,KIRK
"All the time, Miri! It's happening to you right now! Look at it.",KIRK
Let's have it. The truth this time. ,KIRK
"Stop it! Stop it, Spock! Stop it! (Nancy sends Spock flying with one slap) ",MCCOY
"No evidence of life, subspace interference level incredibly high. ",SPOCK
"Oh, yes. ",KIRK
Take all action necessary to protect the ship. We'll hold out here. ,KIRK
Kirk here. What is it? ,KIRK
"That's not enough, Rojan. ",KIRK
"Then we've got to distract him and give Spock some time. Bones, what would happen if we pulled the cables on some of these cages. ",KIRK
"Assuming it's a spy weapon then, the Slavers would have wanted to keep it a secret weapon. If so, it is logical to assume it has a self-destruct setting too. ",SPOCK
If an alien needed a body. ,KIRK
We've got to get back to the landing party and warn them. ,KIRK
But our people have phaser number two. ,KIRK
I had no idea that history was your specialty. ,KIRK
Of course. ,KIRK
Good. Go to Yellow Alert. ,KIRK
"No, Jim. You can't do it. ",MCCOY
How long does the knowledge last? ,KIRK
"The kahs-wan, a survival test traditional for young males. ",SPOCK
"Ninety degrees sub-port, Mister Sulu. Adjust. ",KIRK
Do we have any knowledge of a planet that could have produced such a race of beings? ,KIRK
For having other things on your mind? My fault. I don't how the devil you keep from punching me in the face.,MCCOY
He sold out to the Klingons because of jealousy? ,KIRK
"Yes, sir.",SPOCK
"Stand by for check. Scotty, we're still off course. ",KIRK
"Captain, I must assume command. You are no longer able to command the Enterprise.",SPOCK
Let me go. ,KIRK
"All right. Try to relax. Jim, it's started, the fever. It's over a hundred, and it's climbing. ",MCCOY
They sounded exactly like the last words spoken by the technician. ,KIRK
"The comparison of our Steinman with Starfleet records shows that Lieutenant Romaine's fingerprints, voice analysis, all external factors remain exactly the same as before. However, according to two hyperencephalograms, her brain wave pattern has been altered. ",MCCOY
I'm almost finished. Just Jaris and me. ,MCCOY
Emergency channel D.,SPOCK
Is not to be injured. ,KIRK
We're being drawn right into it. ,MCCOY
Fire into it immediately! ,KIRK
The body of the one you inhabit has its own life to lead. ,KIRK
"I have a theory, Captain, but first I suggest that if Officer Scott moves away from the computer, it might feel less threatened. ",SPOCK
"Nothing could go wrong, Captain. It should work. ",MCCOY
Logical. ,SPOCK
"Curious, Captain, the similarity in names. Were you told why Merik was dropped from the Space Academy? ",SPOCK
Put him on. ,KIRK
Energise. ,KIRK
Record tape. Maybe it'll tell us something about the personnel that lived here. ,KIRK
My father is from the planet Vulcan. ,SPOCK
"Disengage computer control, Uhura.",KIRK
"History is full of examples of civil populations fighting back successfully against a military dictatorship. We may not be able to destroy the Klingons, but we can tie them up. Blow up their installations, disrupt their communications, make Organia useless to them. ",KIRK
Release my ship. ,KIRK
"Given the same circumstances I would do the same thing without hesitation, because the steps I took in the order I took them were absolutely necessary if I were to save my ship. And nothing is more important than my ship. ",KIRK
"I'm afraid our navigational co-ordinates mean very little here, Lieutenant. My readings indicate we are not in time and space as we understand it. Doctor, these readings may interest you. ",SPOCK
"You two will have to recreate their thinking. If you can isolate that virus, we'll be able to develop a vaccine. ",KIRK
Are you sure? Are you sure you didn't act this role out in front of a captive audience whom you blasted out of existence without mercy? ,KIRK
We are from the United Federation of Planets. ,KIRK
Yes. ,KIRK
One hundred thousand kilometres. They should commence firing at us within the next twelve point seven seconds. ,SPOCK
You'd think they had people beaming down every day. ,KIRK
It would seem so. ,KIRK
"Mister Flint, I have a sick crew up there. We can't possibly reach another planet in time. You can't refuse us the ryetalyn. ",KIRK
"Yes, of course, Just as we do, Doctor. ",SPOCK
Green. ,SPOCK
All I understand is that you apparently don't have the backbone to fight and protect your loved ones. ,KIRK
We'd be delighted. ,KIRK
"Bones, do you think that mysterious organ in Apollo's chest could have something to do with the transmission of energy? ",KIRK
"Captain, since we have seen that death is the one reality in this situation, I seriously suggest you reseat yourself immediately.",SPOCK
How old is this thing? ,KIRK
"We were not spying, Commander. ",KIRK
Vulcans never bluff. ,SPOCK
"Ten minutes and it's all going to end at the OK Corral. Well, we're going to wait right here until well after five o'clock. We're not going to move from this spot. ",KIRK
"Quite a lovely animal, Captain. I find myself strangely drawn to it. ",SPOCK
"Perhaps you've heard, let's say, an impossible story or a rumour of men who came from the sky or from other worlds. ",KIRK
"Mister Spock, come with me. Scotty. ",KIRK
It is obvious the Melkotians are not going to permit us to leave this town. ,SPOCK
U.S.S. Enterprise to Tantalus colony.,KIRK
The child? ,SPOCK
"You're very welcome, Mister Spock. But no human can look at Kollos, even with a visor, without going mad. How do you manage? ",KIRK
Is it permitted? ,KIRK
"You can't move Deneva closer to the sun, Jim. ",MCCOY
"Ah, yes. I understand. Well, I hope my last orders were helpful in solving any problems that you don't feel worth reporting. ",KIRK
Put it on ship's speaker. ,KIRK
"I'm saying that these are all multicellular castings. The plants, the animals, the people. They're all being manufactured.",SPOCK
"All scanners, extreme sweep. ",KIRK
Yes? ,MCCOY
"You? Yes, I can see that. Miss Kalomi, you'll have to come back to the settlement and prepare to transport up to the ship. ",KIRK
"That's a course of self-destruction. Lieutenant Uhura, open hailing frequencies. I want to talk to that ship's captain. ",KIRK
"But one man can change the present. Be the captain of this Enterprise, Mister Spock. Find a logical reason for sparing the Halkans and make it stick. Push till it gives. You can defend yourself better than any man in the fleet. ",KIRK
Did you operate on Spock in time? ,KIRK
I'd rather talk about you. You must have wanted to perform since you first saw your father act. When was that? ,KIRK
Wait! Wait! Hear me! We can't wager for trifles like quatloos.,KIRK
"Go on, get on with it, Harry. ",KIRK
No. ,KIRK
"Who, me? ",MCCOY
That we have immobilized your ship worse than you have immobilized ours. ,KIRK
No dizziness? No sweating? No palpitations? ,MCCOY
"Probably. However, that Jim Kirk will find a few changes, if I read my Spocks correctly. ",KIRK
"And your mistake. You overworked him, pushed him, expected too much from him.",MCCOY
"Did you enjoy your rest, gentlemen?",SPOCK
"Sir, our captain is still missing, and I now demand that I be allowed to transport to Gideon as we agreed. ",SPOCK
"He's not trying to kill us, he's trying to frighten us, and he's doing a pretty good job.",KIRK
"Right here, Miss Hedford. ",MCCOY
"All right, Scotty, let's have it. ",KIRK
Are you certain? ,KIRK
The others are on the patio. ,KIRK
"I am forced to contest that, Commodore. I want to see more.",KIRK
What impressed me most was his treatment of Earth history as causes and motivations rather than dates and events. ,SPOCK
But the rest of his story seems to fit. His wounds testify to an apparent confrontation with something. ,KIRK
"Don't you believe in male androids, Harry? ",KIRK
"Insufficient mass, sir. ",SPOCK
"Named Norman. Forming one gigantic, highly intelligent mind. And the glowing badges, they indicate the mind in operation. ",KIRK
"I wish I were on a long sea voyage somewhere. Not too much deck tennis, no frantic dancing, and no responsibility. Why me? I look around that Bridge, and I see the men waiting for me to make the next move. And Bones, what if I'm wrong? ",KIRK
"I find her most uncommon, Mister Spock. ",KIRK
"Ensign, am I correct in my assumption that you've been disturbed by what you consider to be a failure on your part? (a nod) I would like you to consider that the hesitation for which you are blaming yourself is an hereditary trait of your species.",SPOCK
"Analysis, Spock. Why do they want us to fight? ",KIRK
That we're all meeting people and things that we happen to be thinking about at the moment.,KIRK
Commodore Wesley is a dedicated commander. I should regret serving aboard the instrument of his death. ,SPOCK
"Extreme feminine beauty is always disturbing, madam. ",SPOCK
"Thank you, Mister Spock. That might be useful. ",KIRK
"If we can reach it before the cloud gets to Mantilles, we might be able to save the planet. We'll use the photon torpedoes to destroy the brain. ",KIRK
"I see. Very well. Carry on, Mister Chekov.",KIRK
I can't understand why they let you go with Kollos. ,KIRK
Request denied. There must be another answer. Something in the sun killed that thing before the Denevan died. All right. All right.,KIRK
"Captain, you are an excellent starship commander, but as a taxi driver you leave much to be desired. ",SPOCK
"I cannot. According to our instruments, space itself is literally breaking up. There is no known phenomenon which would account for these readings. ",SPOCK
"All right, it's up to you. Take us to Landru. ",KIRK
Contact established with Doctor Korby. ,KIRK
What about the Keeper of the planet. Did anyone see him? ,KIRK
Where are they? ,MCCOY
"Checkmate, Commander. ",KIRK
Kirk here. ,KIRK
"Negative, Captain, but it seems a logical development. ",SPOCK
We'll receive no help from the Organians. ,SPOCK
"Joy to you, friend. Peace and contentment will fill you. You will know the peace of Landru. ",KIRK
Whom do you serve now? ,SPOCK
What are you waiting for? Hurry! ,KIRK
"As of this date, lab report indicates presence of appreciable amount of tetralubisol, a highly volatile lubricant in use aboard ship. ",MCCOY
Fascinating. ,SPOCK
"Mister Scott, start repairs. Install the auxiliary controls. ",KIRK
Total reply if attacked. So that's the answer. Klingons. ,KIRK
"Agreed. Mister Sulu, switch to the planet area I have under observation. ",SPOCK
We will vacate at once until you can administer a metabolic reduction injection. ,KIRK
He would have been rather difficult to stop. ,KIRK
"We're a most promising species, Mister Spock, as predators go.",KIRK
Are you sure about that? ,KIRK
